"user_id;""email"";""marketing_optin"";""chain_id"";""is_recurrence"";""is_all_user"""
"9000636;""dummy65708@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000637;""dummy11030@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000638;""dummy47038@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000639;""dummy31923@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000640;""dummy83596@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000641;""dummy35703@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000642;""dummy3843@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000643;""dummy76503@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000644;""dummy98611@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000645;""dummy55428@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000646;""dummy73561@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000647;""dummy34223@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000648;""dummy85605@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000649;""dummy35927@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000650;""dummy41970@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000651;""dummy80597@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000652;""dummy63848@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000653;""dummy1857@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000654;""dummy80760@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000655;""dummy1198@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000656;""dummy26160@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000657;""dummy80012@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000658;""dummy96310@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000659;""dummy92440@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000660;""dummy12864@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000661;""dummy64323@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000662;""dummy90698@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000663;""dummy38894@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000664;""dummy55121@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000665;""dummy85082@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000666;""dummy14091@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000667;""dummy92076@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000668;""dummy64352@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000669;""dummy22410@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000670;""dummy28917@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000671;""dummy25507@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000672;""dummy90817@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000673;""dummy2466@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000674;""dummy61998@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000675;""dummy4061@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000676;""dummy17537@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000677;""dummy17226@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000678;""dummy11098@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000679;""dummy26820@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000680;""dummy14900@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000681;""dummy20054@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000682;""dummy40417@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000683;""dummy80832@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000684;""dummy48265@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000685;""dummy6321@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000686;""dummy27941@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000687;""dummy98213@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000688;""dummy6197@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000689;""dummy81457@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000690;""dummy824@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000691;""dummy3700@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000692;""dummy76082@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000693;""dummy69627@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000694;""dummy38856@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000695;""dummy61347@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000696;""dummy34327@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000697;""dummy2517@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000698;""dummy87820@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000699;""dummy82351@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000700;""dummy20517@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000701;""dummy46807@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000702;""dummy44842@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000703;""dummy57216@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000704;""dummy17920@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000705;""dummy2906@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000706;""dummy84028@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000707;""dummy50868@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000708;""dummy18116@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000709;""dummy20332@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000710;""dummy48853@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000711;""dummy58703@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000712;""dummy68434@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000713;""dummy88051@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000714;""dummy54230@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000715;""dummy64138@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000716;""dummy52127@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000717;""dummy5919@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000718;""dummy19214@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000719;""dummy80101@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000720;""dummy74337@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000721;""dummy60248@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000722;""dummy88971@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000723;""dummy60809@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000724;""dummy47885@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000725;""dummy89352@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000726;""dummy86853@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000727;""dummy30949@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000728;""dummy30900@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000729;""dummy86224@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000730;""dummy13817@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000731;""dummy68746@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000732;""dummy91343@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000733;""dummy73121@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000734;""dummy13247@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000735;""dummy97079@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000736;""dummy19170@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000737;""dummy46454@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000738;""dummy34344@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000739;""dummy37783@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000740;""dummy65177@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000741;""dummy72567@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000742;""dummy16734@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000743;""dummy91972@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000744;""dummy44673@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000745;""dummy7250@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000746;""dummy54587@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000747;""dummy17024@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000748;""dummy6449@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000749;""dummy32753@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000750;""dummy1714@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000751;""dummy63131@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000752;""dummy63628@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000753;""dummy28299@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000754;""dummy37258@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000755;""dummy72112@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000756;""dummy85961@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000757;""dummy7374@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000758;""dummy22842@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000759;""dummy13040@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000760;""dummy67087@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000761;""dummy25705@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000762;""dummy50474@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000763;""dummy97234@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000764;""dummy61867@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000765;""dummy93249@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000766;""dummy9766@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000767;""dummy25734@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000768;""dummy29642@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000769;""dummy47856@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000770;""dummy47048@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000771;""dummy67013@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000772;""dummy85606@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000773;""dummy15033@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000774;""dummy21358@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000775;""dummy92091@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000776;""dummy81393@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000777;""dummy51721@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000778;""dummy97262@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000779;""dummy4172@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000780;""dummy28672@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000781;""dummy571@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000782;""dummy98680@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000783;""dummy78563@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000784;""dummy21925@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000785;""dummy94420@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000786;""dummy7591@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000787;""dummy79850@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000788;""dummy38300@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000789;""dummy46731@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000790;""dummy64517@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000791;""dummy9710@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000792;""dummy39207@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000793;""dummy11713@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000794;""dummy35761@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000795;""dummy73573@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000796;""dummy17512@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000797;""dummy8583@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000798;""dummy21217@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000799;""dummy74784@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000800;""dummy12122@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000801;""dummy90136@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000802;""dummy2222@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000803;""dummy58453@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000804;""dummy56207@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000805;""dummy94019@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000806;""dummy91652@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000807;""dummy92764@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000808;""dummy16129@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000809;""dummy94842@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000810;""dummy24525@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000811;""dummy60323@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000812;""dummy13253@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000813;""dummy79902@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000814;""dummy18497@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000815;""dummy31447@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000816;""dummy34524@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000817;""dummy97071@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000818;""dummy82651@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000819;""dummy92775@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000820;""dummy10097@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000821;""dummy77026@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000822;""dummy57078@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000823;""dummy18125@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000824;""dummy93267@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000825;""dummy61248@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000826;""dummy33568@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000827;""dummy99448@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000828;""dummy73094@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000829;""dummy17001@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000830;""dummy61551@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000831;""dummy32640@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000832;""dummy26469@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000833;""dummy4297@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000834;""dummy23690@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000835;""dummy75601@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000836;""dummy10450@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000837;""dummy15043@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000838;""dummy35730@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000839;""dummy64146@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000840;""dummy2070@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000841;""dummy378@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000842;""dummy22432@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000843;""dummy29744@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000844;""dummy50920@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000845;""dummy39144@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000846;""dummy84594@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000847;""dummy7203@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000848;""dummy15107@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000849;""dummy22815@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000850;""dummy96738@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000851;""dummy31876@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000852;""dummy65142@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000853;""dummy42110@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000854;""dummy5314@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000855;""dummy34288@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000856;""dummy17344@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000857;""dummy64238@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000858;""dummy14671@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000859;""dummy30309@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000860;""dummy95177@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000861;""dummy30036@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000862;""dummy74480@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000863;""dummy56855@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000864;""dummy29726@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000865;""dummy98039@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000866;""dummy60907@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000867;""dummy9424@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000868;""dummy71819@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000869;""dummy93681@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000870;""dummy47451@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000871;""dummy55091@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000872;""dummy94957@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000873;""dummy17531@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000874;""dummy99937@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000875;""dummy89930@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000876;""dummy49537@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000877;""dummy1101@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000878;""dummy70292@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000879;""dummy81816@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000880;""dummy77962@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000881;""dummy41567@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000882;""dummy73670@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000883;""dummy83294@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000884;""dummy10172@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000885;""dummy9009@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000886;""dummy9958@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000887;""dummy95556@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000888;""dummy19513@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000889;""dummy31505@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000890;""dummy49039@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000891;""dummy52832@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000892;""dummy76700@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000893;""dummy80328@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000894;""dummy65828@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000895;""dummy94730@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000896;""dummy6062@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000897;""dummy36416@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000898;""dummy17677@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000899;""dummy77349@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000900;""dummy40653@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000901;""dummy16680@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000902;""dummy86184@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000903;""dummy60563@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000904;""dummy80369@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000905;""dummy48799@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000906;""dummy42436@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000907;""dummy38754@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000908;""dummy54622@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000909;""dummy52487@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000910;""dummy26260@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000911;""dummy35392@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000912;""dummy77665@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000913;""dummy94493@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000914;""dummy69924@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000915;""dummy12344@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000916;""dummy61639@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000917;""dummy57517@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000918;""dummy87737@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000919;""dummy31011@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000920;""dummy17275@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000921;""dummy98257@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000922;""dummy69236@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000923;""dummy30571@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000924;""dummy11890@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000925;""dummy6618@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000926;""dummy44794@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000927;""dummy92456@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000928;""dummy82858@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000929;""dummy42586@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000930;""dummy44415@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000931;""dummy56428@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000932;""dummy70417@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000933;""dummy61988@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000934;""dummy341@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000935;""dummy18307@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000936;""dummy74757@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000937;""dummy47795@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000938;""dummy38969@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000939;""dummy7036@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000940;""dummy43520@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000941;""dummy10676@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000942;""dummy63850@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000943;""dummy54318@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000944;""dummy16742@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000945;""dummy82203@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000946;""dummy9255@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000947;""dummy43110@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000948;""dummy49603@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000949;""dummy15079@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000950;""dummy39662@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000951;""dummy2722@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000952;""dummy54687@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000953;""dummy26518@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000954;""dummy33314@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000955;""dummy53171@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000956;""dummy57953@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000957;""dummy67642@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000958;""dummy37987@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000959;""dummy93757@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000960;""dummy90399@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000961;""dummy92423@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000962;""dummy90030@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000963;""dummy4962@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000964;""dummy95537@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000965;""dummy95195@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000966;""dummy57567@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000967;""dummy41548@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000968;""dummy69225@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000969;""dummy65040@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000970;""dummy7908@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000971;""dummy18553@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000972;""dummy19584@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000973;""dummy11644@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000974;""dummy15839@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000975;""dummy64595@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000976;""dummy16531@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000977;""dummy41699@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000978;""dummy49324@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000979;""dummy92651@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000980;""dummy21327@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000981;""dummy20712@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000982;""dummy14188@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000983;""dummy95074@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000984;""dummy22487@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000985;""dummy27913@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000986;""dummy21022@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000987;""dummy94432@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000988;""dummy58887@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000989;""dummy76889@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000990;""dummy76717@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000991;""dummy88811@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000992;""dummy4595@slickeats.com"";""false"";""17"";""yes"";""yes"""
